"Time, s","Power, hp[1]","Power, hp[2]","Thrust, kgf[1]","Thrust, kgf[2]",RPM[1],RPM[2],"Manifold pressure, atm[1]","Manifold pressure, atm[2]","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s","Propeller efficiency, %[1]","Propeller efficiency, %[2]",Supercharger gear,"Throttle, %[1]","Throttle, %[2]","WEP remain, min:sec","Altitude, m","Critical AoA, %","Mixture, %","Radiator, %[1]","Radiator, %[2]","Oil radiator, %","Turn rate, deg/s","Turn radius, m","IAS, km/h","TAS, km/h","Specific energy, J/kg","Drag, kgf"
182.7,1548,1548,1108,1108,2800,2800,1.42,1.42,19.4,0.13,18.1,84,84,0,110,110,00:00,3004,15,0,50,50,0,0.0,0,276,321,33448.3,722.8
183.3,1548,1548,1105,1105,2800,2800,1.42,1.42,19.4,0.14,18.0,84,84,0,110,110,00:00,3013,16,0,50,50,0,0.0,0,276,321,33541.9,722.8
183.8,1547,1547,1104,1104,2800,2800,1.42,1.42,19.3,0.12,18.0,84,84,0,110,110,00:00,3023,16,0,50,50,0,0.0,0,276,321,33629.0,726.0
184.4,1547,1547,1104,1104,2800,2800,1.42,1.42,18.2,0.07,18.0,84,84,0,110,110,00:00,3033,16,0,50,50,0,0.0,0,277,321,33728.5,806.9
184.9,1547,1547,1102,1102,2800,2800,1.42,1.42,18.2,0.07,18.0,84,84,0,110,110,00:00,3043,16,0,50,50,0,0.0,0,277,321,33836.1,806.9
185.5,1546,1546,1101,1101,2800,2800,1.42,1.42,18.7,0.08,18.0,84,84,0,110,110,00:00,3053,16,0,50,50,0,0.0,0,277,322,33938.4,766.7
186.0,1546,1546,1101,1101,2800,2800,1.42,1.42,18.7,0.08,18.0,84,84,0,110,110,00:00,3063,16,0,50,50,0,0.0,0,277,322,34039.2,766.7
186.5,1545,1545,1099,1099,2800,2800,1.42,1.42,18.6,0.08,18.0,84,84,0,110,110,00:00,3072,16,0,50,50,0,0.0,0,277,322,34134.2,769.3
187.1,1545,1545,1099,1099,2800,2800,1.42,1.42,18.6,0.11,18.0,84,84,0,110,110,00:00,3082,16,0,50,50,0,0.0,0,277,322,34247.0,769.3
187.6,1544,1544,1097,1097,2800,2800,1.42,1.42,19.5,0.13,18.1,84,84,0,110,110,00:00,3092,16,0,50,50,0,0.0,0,277,323,34350.9,702.0
188.2,1544,1544,1096,1096,2800,2800,1.42,1.42,19.5,0.13,18.1,84,84,0,110,110,00:00,3102,16,0,50,50,0,0.0,0,277,323,34451.5,702.0
188.7,1544,1544,1096,1096,2800,2800,1.42,1.42,19.0,0.12,18.1,84,84,0,110,110,00:00,3112,16,0,50,50,0,0.0,0,277,323,34550.8,737.3
189.3,1543,1543,1095,1095,2800,2800,1.42,1.42,19.0,0.10,18.2,84,84,0,110,110,00:00,3121,16,0,50,50,0,0.0,0,277,323,34644.7,737.3
189.8,1543,1543,1094,1094,2800,2800,1.42,1.42,19.4,0.12,18.2,84,84,0,110,110,00:00,3132,16,0,50,50,0,0.0,0,277,324,34766.6,711.1
190.4,1542,1542,1093,1093,2800,2800,1.42,1.42,19.4,0.13,18.2,84,84,0,110,110,00:00,3141,16,0,50,50,0,0.0,0,277,324,34859.4,711.1
190.9,1542,1542,1092,1092,2800,2800,1.42,1.42,19.3,0.13,18.2,84,84,0,110,110,00:00,3151,16,0,50,50,0,0.0,0,277,324,34959.2,715.8
191.5,1542,1542,1091,1091,2800,2800,1.42,1.42,19.3,0.11,18.2,84,84,0,110,110,00:00,3161,16,0,50,50,0,0.0,0,277,324,35058.0,715.8
192.0,1541,1541,1091,1091,2800,2800,1.42,1.42,18.9,0.09,18.2,84,84,0,110,110,00:00,3171,16,0,50,50,0,0.0,0,277,324,35156.6,741.6
192.5,1541,1541,1090,1090,2800,2800,1.42,1.42,18.9,0.08,18.1,84,84,0,110,110,00:00,3181,16,0,50,50,0,0.0,0,277,324,35263.9,741.6
193.1,1540,1540,1089,1089,2800,2800,1.42,1.42,19.1,0.11,18.1,84,84,0,110,110,00:00,3191,16,0,50,50,0,0.0,0,277,325,35372.9,729.8
193.6,1540,1540,1088,1088,2800,2800,1.42,1.42,19.1,0.12,18.1,84,84,0,110,110,00:00,3201,16,0,50,50,0,0.0,0,277,325,35474.9,729.8
194.2,1540,1540,1087,1087,2800,2800,1.42,1.42,19.1,0.11,18.1,84,84,0,110,110,00:00,3211,16,0,50,50,0,0.0,0,277,325,35574.1,723.7
